Fecha,Precio Min. Bolsa diario,Precio Max. Bolsa diario,PPP Bolsa diario,Precio Escasez Activación,Precio Escasez Ponderado,PPP Bolsa Mes,Precio Escasez Inferior,Precio Escasez Superior,Precio Escasez
2025-02-23 00:00:00,118.9416610888,254.9456610888,195.014041,971,946.4682989856994,438.20513338295166,,,793.900200898
2025-02-24 00:00:00,162.6607599243,617.6607599243,274.313066,971,946.4682989856994,438.20513338295166,,,793.900200898
2025-02-25 00:00:00,179.2580544343,765.2580544343,317.221085,971,946.4682989856994,438.20513338295166,,,793.900200898
2025-02-26 00:00:00,180.5131079103,620.5131079103,273.302833,971,946.4682989856994,438.20513338295166,,,793.900200898
2025-02-27 00:00:00,169.9917371813,619.9917371813,245.441742,971,946.4682989856994,438.20513338295166,,,793.900200898
2025-02-28 00:00:00,161.7374176941,616.7374176941,243.414618,971,946.4682989856994,438.20513338295166,,,793.900200898
2025-03-01 00:00:00,145.2757537509,194.2757537509,170.090313,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-02 00:00:00,131.2698934029,187.2698934029,153.137101,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-03 00:00:00,136.5941484277,630.5941484277,220.384596,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-04 00:00:00,190.1321116796,620.1321116796,268.643476,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-05 00:00:00,140.4340234327,401.3340234327,228.278784,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-06 00:00:00,137.2993024641,622.2993024641,234.696891,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-07 00:00:00,129.1410058742,409.1410058742,192.208378,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-08 00:00:00,131.1558773448,391.1558773448,190.09286,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-09 00:00:00,111.5849130118,403.1369130118,191.770673,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-10 00:00:00,160.0240377448,940.0240377448,251.579819,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-11 00:00:00,163.7391000758,943.7391000758,301.416028,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-12 00:00:00,162.6685723677,942.6685723677,289.499214,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-13 00:00:00,160.4994088413,380.4994088413,258.927791,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-14 00:00:00,156.3546483075,391.3546483075,248.704014,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-15 00:00:00,162.5537537549,397.5537537549,242.498636,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-16 00:00:00,192.3549582766,405.3549582766,245.944105,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-17 00:00:00,161.3549090812,404.3549090812,266.184093,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-18 00:00:00,116.7432992619,406.7432992619,245.72916,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-19 00:00:00,162.1510162287,406.1510162287,265.233522,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-20 00:00:00,184.8115747178,406.8115747178,277.928971,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-21 00:00:00,181.1024843145,408.1024843145,230.602118,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-22 00:00:00,154.2747928628,403.2747928628,211.025096,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-23 00:00:00,115.0282167017,250.0282167017,162.68521,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-24 00:00:00,122.0644845872,307.0644845872,201.955633,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-25 00:00:00,172.5289593681,942.5289593681,295.13441,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-26 00:00:00,155.5916866852,404.5916866852,252.133272,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-27 00:00:00,170.7977353842,461.7977353842,307.449732,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-28 00:00:00,159.1291752602,531.1291752602,277.090679,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-29 00:00:00,157.6469142537,197.6469142537,172.39017,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-30 00:00:00,117.7300728648,511.0580728648,179.303779,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-03-31 00:00:00,108.2772616763,536.1702616763,266.530125,,914.5365999536004,236.86840986295869,323.8920374380998,937.3031351585997,770.5472543210002
2025-04-01 00:00:00,164.9820174061,359.9820174061,209.556107,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-02 00:00:00,130.3501226493,460.3501226493,220.564575,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-03 00:00:00,116.5180417734,931.5170417734,231.332339,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-04 00:00:00,107.203291256,929.965291256,167.281361,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-05 00:00:00,115.140330172,131.380330172,119.135247,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-06 00:00:00,119.6122286241,184.6122286241,133.294427,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-07 00:00:00,116.5487626552,932.7887626552,181.243075,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-08 00:00:00,115.1261647316,930.0261647316,241.804255,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-09 00:00:00,109.6978632228,933.4598632228,212.340672,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-10 00:00:00,117.6062429958,198.1062429958,159.665874,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-11 00:00:00,109.3087489056,147.0707489056,116.908618,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-12 00:00:00,107.5639700855,140.3259700855,113.380417,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-13 00:00:00,108.1992484458,116.9612484458,110.849287,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-14 00:00:00,107.2368366574,119.9988366574,113.03577,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-15 00:00:00,115.5080379567,221.5080379567,127.569782,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-16 00:00:00,107.49264983,200.25464983,126.051156,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-17 00:00:00,107.4110733727,120.1720733727,114.223022,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-18 00:00:00,107.148555542,119.909555542,114.407377,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-19 00:00:00,109.5026340309,122.2646340309,117.049981,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-20 00:00:00,113.2900171555,119.5350171555,116.843556,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-21 00:00:00,106.0352348721,128.7972348721,111.876185,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-22 00:00:00,107.5852639446,930.3472639446,151.483742,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-23 00:00:00,109.383784817,932.145784817,165.890099,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-24 00:00:00,113.6309415554,931.1309415554,161.948907,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-25 00:00:00,108.5944525094,156.3564525094,116.312456,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-26 00:00:00,108.7563256586,115.2733256586,111.025835,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-27 00:00:00,110.670855805,112.932855805,111.10147,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-28 00:00:00,108.905516145,115.422516145,109.949057,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-29 00:00:00,107.2885452449,113.8055452449,109.008229,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-04-30 00:00:00,107.6074395692,114.1244395692,108.125311,,902.5890419204997,144.33317026273536,336.1200381813999,928.3287171367,739.7957596841002
2025-05-01 00:00:00,107.4396892047,109.1886892047,107.68861,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-02 00:00:00,107.8724222038,112.6214222038,108.856589,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-03 00:00:00,108.306870757,108.306870757,108.30687,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-04 00:00:00,105.0527477199,105.0527477199,105.052747,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-05 00:00:00,106.7113184015,111.4603184015,107.95071,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-06 00:00:00,109.3007786189,629.0497786189,160.117886,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-07 00:00:00,110.0825936628,114.8315936628,111.80548,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
2025-05-08 00:00:00,106.6577382013,111.4067382013,108.014568,,868.4301805877996,129.8875639678291,338.5439955338998,891.2177615049003,724.3077291369004
